"логин";"Договор";"Номер договора";"Текущий статус";"Текущий статус1";"Тарифный план";"Тип договора";"Подключение id"
"16SAR00629";"1146204";"131775060";"Активен";" 0";"Ф/Л Саранск 'Пакет_ТТК-Мечтай+ТВ ФА2015', 30Мб/с, 650(400/250) руб.";"ФЛ";"2849268"
"16SAR00630";"1146206";"131775061";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай_ФА2015' 60Мб, 500 руб. ";"ФЛ";"2848353"
"16SAR00631";"1146229";"131775062";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2848351"
"16SAR00632";"1146293";"131775063";"Активен";" 0";"Ф/Л ""test"", 100Мб, 0 руб.(Интернет, МР Средневолжский)";"ФЛ";"2849270"
"16SAR00633";"1146314";"131775064";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай ФА2015', 30Мб, 400 руб.";"ФЛ";"2849274"
"16SAR00634";"1146316";"131775066";"Активен";" 0";"Ф/Л Саранск 'Пакет_ТТК-Мечтай+ТВ ФА2015', 30Мб/с, 650(400/250) руб.";"ФЛ";"2849277"
"16SAR00635";"1146332";"131775067";"Приостановлен системой";" 2";"Ф/Л Саранск  'ТТК-Мечтай ФА2015', 30Мб, 400 руб.";"ФЛ";"2849279"
"16SAR00636";"1146337";"131775068";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай ФА2015', 30Мб, 400 руб.";"ФЛ";"2849281"
"16SAR00637";"1146390";"131775069";"Активен";" 0";"Ф/Л Саранск 'ТТК-Летай_ФА2015', 100 Мб, 700 руб. ";"ФЛ";"2849283"
"16SAR00638";"1146395";"131775070";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай ФА2015', 30Мб, 400 руб.";"ФЛ";"2849285"
"16SAR00639";"1146396";"131775071";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай ФА2015', 30Мб, 400 руб.";"ФЛ";"2849287"
"16SAR00640";"1146401";"131775072";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай ФА2015', 30Мб, 400 руб.";"ФЛ";"2849289"
"16SAR00641";"1146404";"131775073";"Активен";" 0";"Ф/Л ""test"", 100Мб, 0 руб.(Интернет, МР Средневолжский)";"ФЛ";"2849291"
"16SAR00642";"1146407";"131775074";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай_ФА2015' 60Мб, 500 руб. ";"ФЛ";"2849314"
"ttk131775075";"1146408";"131775075";"Активен";" 0";"Ф/Л Саранск 'ТТК-Летай_ФА2015', 100 Мб, 700 руб. ";"ФЛ";"2849293"
"16SAR00643";"1146410";"131775076";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай_ФА2015' 60Мб, 500 руб. ";"ФЛ";"2849310"
"16SAR00645";"1146420";"131775077";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай ФА2015', 30Мб, 400 руб.";"ФЛ";"2849308"
"16SAR00644";"1146421";"131775078";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай ФА2015', 30Мб, 400 руб.";"ФЛ";"2849312"
"ttk131775079";"1146424";"131775079";"Активен";" 0";"Ф/Л Саранск 'ТТК-Летай_ФА2015', 100 Мб, 700 руб. ";"ФЛ";"2856025"
"16SAR00646";"1146426";"131775080";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2849316"
"16SAR00648";"1146429";"131775081";"Приостановлен системой";" 2";"Ф/Л Саранск  'ТТК-Мечтай ФА2015', 30Мб, 400 руб.";"ФЛ";"2849253"
"16SAR00649";"1146430";"131775082";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай ФА2015', 30Мб, 400 руб.";"ФЛ";"2849256"
"16SAR00650";"1146433";"131775083";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай ФА2015', 30Мб, 400 руб.";"ФЛ";"2849258"
"16SAR00651";"1146440";"131775084";"Приостановлен системой";" 2";"Ф/Л Саранск  'ТТК-Мечтай ФА2015', 30Мб, 400 руб.";"ФЛ";"2849262"
"16SAR00652";"1146446";"131775085";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай_ФА2015' 60Мб, 500 руб. ";"ФЛ";"2849272"
"16SAR00653";"1146451";"131775086";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай ФА2015', 30Мб, 400 руб.";"ФЛ";"2849295"
"16SAR00654";"1146453";"131775087";"Активен";" 0";"Ф/Л ""test"", 100Мб, 0 руб.(Интернет, МР Средневолжский)";"ФЛ";"2849297"
"16SAR00655";"1146457";"131775088";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай_ФА2015' 60Мб, 500 руб. ";"ФЛ";"2849299"
"16SAR00656";"1146458";"131775089";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2849301"
"16SAR00657";"1146466";"131775090";"Активен";" 0";"Ф/Л Саранск 'Качай+ТВ_ФА2015', 60Мб, 101 канал, 750(500/250)";"ФЛ";"2854896"
"15SAR03427";"1043658";"131712738";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай_ФА2015' 60Мб, 500 руб. ";"ФЛ";"2515632"
"15SAR03429";"1043659";"131712739";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай', 60Мб, 500 руб.";"ФЛ";"2515771"
"15SAR03430";"1043660";"131712740";"Закрыт";" 4";"Ф/Л ""test"", 100Мб, 0 руб.(Интернет, МР Средневолжский)";"ФЛ";"2515773"
"15SAR03431";"1043661";"131712741";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2515885"
"15SAR03433";"1043665";"131712746";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2515622"
"15SAR03434";"1043666";"131712747";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай ФА2015', 30Мб, 400 руб.";"ФЛ";"2515608"
"15SAR03435";"1043668";"131712749";"Закрыт";" 4";"Ф/Л ""test"", 100Мб, 0 руб.(Интернет, МР Средневолжский)";"ФЛ";"2515610"
"15SAR03436";"1043669";"131712750";"Закрыт";" 4";"Ф/Л ""test"", 100Мб, 0 руб.(Интернет, МР Средневолжский)";"ФЛ";"2515612"
"15SAR03437";"1043670";"131712751";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2515614"
"15SAR03438";"1043671";"131712752";"Приостановлен системой";" 2";"Ф/Л Саранск 'ТТК-Качай', 60Мб, 500 руб.";"ФЛ";"2515754"
"15SAR03439";"1043672";"131712753";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2515618"
"15SAR03440";"1043673";"131712754";"Закрыт";" 4";"Ф/Л ""test"", 100Мб, 0 руб.(Интернет, МР Средневолжский)";"ФЛ";"2515620"
"15SAR03441";"1043693";"131712774";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2515776"
"15SAR03442";"1043695";"131712776";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2515778"
"15SAR03443";"1043697";"131712778";"Приостановлен системой";" 2";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2515780"
"15SAR03445";"1043705";"131712786";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай ФА2015', 30Мб, 400 руб.";"ФЛ";"2515782"
"15SAR03446";"1043718";"131712799";"Приостановлен системой";" 2";"Ф/Л Саранск  'ТТК-Мечтай ФА2015', 30Мб, 400 руб.";"ФЛ";"2515795"
"15SAR03447";"1043720";"131712801";"Закрыт";" 4";"Ф/Л ""test"", 100Мб, 0 руб.(Интернет, МР Средневолжский)";"ФЛ";"2515793"
"15SAR03448";"1043721";"131712802";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай ФА2015', 30Мб, 400 руб.";"ФЛ";"2515791"
"15SAR03449";"1043722";"131712803";"Закрыт";" 4";"Ф/Л ""test"", 100Мб, 0 руб.(Интернет, МР Средневолжский)";"ФЛ";"2515788"
"15SAR03450";"1043723";"131712804";"Закрыт";" 4";"Ф/Л ""test"", 100Мб, 0 руб.(Интернет, МР Средневолжский)";"ФЛ";"2515786"
"15SAR03451";"1043724";"131712805";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2515784"
"15SAR03452";"1043739";"131712820";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2515889"
"15SAR03453";"1043740";"131712821";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай', 60Мб, 500 руб.";"ФЛ";"2515887"
"15SAR03454";"1043751";"131712832";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2515895"
"15SAR03455";"1043752";"131712833";"Закрыт";" 4";"Ф/Л ""test"", 100Мб, 0 руб.(Интернет, МР Средневолжский)";"ФЛ";"2515897"
"15SAR03456";"1043753";"131712834";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай ФА2015', 30Мб, 400 руб.";"ФЛ";"2515899"
"15SAR03457";"1043754";"131712835";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай ФА2015', 30Мб, 400 руб.";"ФЛ";"2515901"
"15SAR03458";"1043756";"131712837";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай', 60Мб, 500 руб.";"ФЛ";"2515905"
"15SAR03459";"1043757";"131712838";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай', 60Мб, 500 руб.";"ФЛ";"2515911"
"15SAR03460";"1043760";"131712841";"Активен";" 0";"Ф/Л Саранск 'ТТК-Летай', 100Мб, 700 руб.";"ФЛ";"2515893"
"15SAR03461";"1043763";"131712844";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай', 60Мб, 500 руб.";"ФЛ";"2515891"
"15SAR03462";"1043772";"131712853";"Закрыт";" 4";"Ф/Л ""test"", 100Мб, 0 руб.(Интернет, МР Средневолжский)";"ФЛ";"2515936"
"15SAR03463";"1043773";"131712854";"Закрыт";" 4";"Ф/Л ""test"", 100Мб, 0 руб.(Интернет, МР Средневолжский)";"ФЛ";"2515921"
"15SAR03464";"1043774";"131712855";"Приостановлен системой";" 2";"Ф/Л Саранск  'ТТК-Мечтай ФА2015', 30Мб, 400 руб.";"ФЛ";"2515919"
"15SAR03465";"1043777";"131712858";"Приостановлен оператором";" 3";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2515915"
"15SAR03466";"1043778";"131712859";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай ФА2015', 30Мб, 400 руб.";"ФЛ";"2515913"
"15SAR03467";"1043786";"131712867";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2515925"
"15SAR03468";"1043788";"131712869";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2515928"
"15SAR03469";"1043790";"131712871";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2515930"
"15SAR03470";"1043792";"131712873";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай', 60Мб, 500 руб.";"ФЛ";"2515981"
"15SAR03471";"1043793";"131712874";"Приостановлен оператором";" 3";"Ф/Л Саранск 'ТТК-Качай', 60Мб, 500 руб.";"ФЛ";"2515932"
"15SAR03472";"1043796";"131712877";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай', 60Мб, 500 руб.";"ФЛ";"2515923"
"15SAR03473";"1043798";"131712879";"Приостановлен системой";" 2";"Ф/Л Саранск 'ТТК-Летай', 100Мб, 700 руб.";"ФЛ";"2515934"
"15SAR03476";"1043809";"131712890";"Приостановлен системой";" 2";"Ф/Л Саранск 'ТТК-Качай', 60Мб, 500 руб.";"ФЛ";"2515979"
"15SAR03477";"1043810";"131712891";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2515977"
"15SAR03478";"1043811";"131712892";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2515975"
"15SAR03479";"1043812";"131712893";"Активен";" 0";"Ф/Л Саранск 'ТТК-Летай', 100Мб, 700 руб.";"ФЛ";"2515973"
"ttk131712894";"1043813";"131712894";"Приостановлен системой";" 2";"Ф/Л Саранск 'ТТК-Качай', 60Мб, 500 руб.";"ФЛ";"2515971"
"15SAR03480";"1043815";"131712896";"Приостановлен оператором";" 3";"Ф/Л Саранск 'ТТК-Качай', 60Мб, 500 руб.";"ФЛ";"2515969"
"15SAR03481";"1043816";"131712897";"Активен";" 0";"Ф/Л Саранск 'ТТК-Летай', 100Мб, 700 руб.";"ФЛ";"2515967"
"15SAR03482";"1043819";"131712900";"Закрыт";" 4";"Ф/Л ""test"", 100Мб, 0 руб.(Интернет, МР Средневолжский)";"ФЛ";"2515984"
"15SAR03483";"1043833";"131712914";"Активен";" 0";"Ф/Л Саранск 'ТТК-Летай', 100Мб, 700 руб.";"ФЛ";"2608270"
"15SAR03484";"1043835";"131712916";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2617031"
"15SAR03485";"1043837";"131712918";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай', 60Мб, 500 руб.";"ФЛ";"2662845"
"15SAR03487";"1043866";"131712947";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай', 60Мб, 500 руб.";"ФЛ";"2617075"
"15SAR03488";"1043867";"131712948";"Закрыт";" 4";"Ф/Л Саранск 'ТТК-Качай', 60Мб, 500 руб.";"ФЛ";"2621139"
"15SAR03489";"1043868";"131712949";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай', 60Мб, 500 руб.";"ФЛ";"2608177"
"15SAR03490";"1043869";"131712950";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай', 60Мб, 500 руб.";"ФЛ";"2615706"
"15SAR03491";"1043870";"131712951";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай', 60Мб, 500 руб.";"ФЛ";"2609040"
"15SAR03492";"1043871";"131712952";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай', 60Мб, 500 руб.";"ФЛ";"2771136"
"15SAR03492";"1043871";"131712952";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай', 60Мб, 500 руб.";"ФЛ";"2771139"
"15SAR03493";"1043872";"131712953";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай ФА2015', 30Мб, 400 руб.";"ФЛ";"2608406"
"ttk131000445";"1043906";"131000445";"Активен";" 0";"Ф/Л Саранск 'Безлимитный', 30Мб,  550 руб.";"ФЛ";"2377555"
"cvatkin";"1043907";"cvatkin";"Активен";" 0";"Ф/Л Саранск ""VIP"", 50Мб, 0 руб.";"ФЛ";"2525837"
"ttk131000456";"1043909";"131000456";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2377659"
"ttk131000459";"1043910";"131000459";"Активен";" 0";"Ф/Л Саранск 'ТТК-30', 55Мб, 400 руб.";"ФЛ";"2377774"
"ttk131000474";"1043913";"131000474";"Активен";" 0";"Ф/Л Саранск 'ТТК-Зажигай', 100Мб, 550 руб. ";"ФЛ";"2378303"
"ttk131000499";"1043916";"131000499";"Приостановлен системой";" 2";"Ф/Л Саранск 'ТТК-Качай (до 01.07.14)', 75Мб, 500 руб. ";"ФЛ";"2375256"
"ttk131000498";"1043917";"131000498";"Активен";" 0";"Ф/Л Саранск 'ТТК-50', 65Мб, 500руб.";"ФЛ";"2375281"
"ttk131000515";"1043918";"131000515";"Активен";" 0";"Ф/Л Саранск 'Бумбокс-333', 55Мб, 400 руб.";"ФЛ";"2375297"
"ttk131000519";"1043919";"131000519";"Активен";" 0";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2375306"
"ttk131000508";"1043924";"131000508";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай', 60Мб, 500 руб.";"ФЛ";"2375344"
"ttk131000549";"1043927";"131000549";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай', 60Мб, 500 руб.";"ФЛ";"2375361"
"ttk131000557";"1043929";"131000557";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2375385"
"ttk131000578";"1043934";"131000578";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай (до 01.07.14)', 75Мб, 500 руб. ";"ФЛ";"2375452"
"smolkin";"1043935";"131011106";"Активен";" 0";"Ф/Л Саранск ""VIP"", 50Мб, 0 руб.";"ФЛ";"2525827"
"ttk131000581";"1043936";"131000581";"Приостановлен системой";" 2";"Ф/Л Саранск 'ТТК-30', 55Мб, 400 руб.";"ФЛ";"2375460"
"ttk131000596";"1043939";"131000596";"Активен";" 0";"Ф/Л Саранск 'ТТК-30', 55Мб, 400 руб.";"ФЛ";"2375492"
"ttk131000481";"1043941";"131000481";"Активен";" 0";"Ф/Л Саранск 'Бумбокс-333', 55Мб, 400 руб.";"ФЛ";"2377983"
"ttk131000645";"1043944";"131000645";"Активен";" 0";"Ф/Л Саранск 'Бумбокс-333', 55Мб, 400 руб.";"ФЛ";"2375598"
"ttk131000652";"1043945";"131000652";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2375617"
"ttk131000653";"1043947";"131000653";"Активен";" 0";"Ф/Л Саранск 'ТТК-100', 100Мб, 600 руб.";"ФЛ";"2375627"
"ttk131000656";"1043948";"131000656";"Активен";" 0";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2375636"
"ttk131000658";"1043949";"131000658";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2375640"
"ttk131000701";"1043954";"131000701";"Приостановлен системой";" 2";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2446801"
"ttk131000703";"1043955";"131000703";"Активен";" 0";"Ф/Л Саранск 'Бумбокс-555', 55Мб, 555 руб.";"ФЛ";"2375712"
"ttk131000716";"1043956";"131000716";"Активен";" 0";"Ф/Л Саранск 'Бумбокс-555', 55Мб, 555 руб.";"ФЛ";"2375731"
"ttk131000724";"1043957";"131000724";"Приостановлен системой";" 2";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2375752"
"ttk131000734";"1043958";"131000734";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2377408"
"ttk131000735";"1043959";"131000735";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2377409"
"ttk131001379";"1043960";"131001379";"Активен";" 0";"Ф/Л Саранск 'ТТК-30', 55Мб, 400 руб.";"ФЛ";"2377851"
"ttk131000743";"1043961";"131000743";"Активен";" 0";"Ф/Л Саранск 'ТТК-30', 55Мб, 400 руб.";"ФЛ";"2378004"
"cryptomachine";"1043962";"cryptomachine";"Активен";" 0";"Ф/Л Саранск ""VIP"", 50Мб, 0 руб.";"ФЛ";"2525828"
"cryptomachine2";"1043962";"cryptomachine";"Активен";" 0";"Ф/Л Саранск 'ADM-TEST', 1-100Мб, 0 руб.";"ФЛ";"2394979"
"ttk131000767";"1043965";"131000767";"Активен";" 0";"Ф/Л Саранск 'ТТК-50', 65Мб, 500руб.";"ФЛ";"2377434"
"ttk131000775";"1043966";"131000775";"Приостановлен системой";" 2";"Ф/Л Саранск 'ТТК-30', 55Мб, 400 руб.";"ФЛ";"2377439"
"ttk131000780";"1043967";"131000780";"Активен";" 0";"Ф/Л Саранск 'Безлимитный', 30Мб,  550 руб.";"ФЛ";"2377442"
"ttk131000095";"1043968";"131000095";"Активен";" 0";"Ф/Л Саранск 'ТТК-100', 100Мб, 600 руб.";"ФЛ";"2377449"
"ttk131000787";"1043969";"131000787";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2377450"
"ttk131000840";"1043972";"131000840";"Закрыт";" 4";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2375664"
"ttk131000845";"1043973";"131000845";"Активен";" 0";"Ф/Л Саранск ""Экономный"", 60Мб, 250 руб.";"ФЛ";"2377496"
"ttk131000896";"1043975";"131000896";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2377787"
"ttk131001038";"1043976";"131001038";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2378726"
"ttk131001040";"1043977";"131001040";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2377833"
"ttk131001043";"1043978";"131001043";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2378750"
"ttk131001044";"1043979";"131001044";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай', 60Мб, 500 руб.";"ФЛ";"2378754"
"ttk131001058";"1043980";"131001058";"Активен";" 0";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2378733"
"ttk131001082";"1043985";"131001082";"Активен";" 0";"Ф/Л Саранск 'ТТК-30', 55Мб, 400 руб.";"ФЛ";"2378962"
"ttk131001245";"1043986";"131001245";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2379033"
"ttk131001256";"1043988";"131001256";"Приостановлен системой";" 2";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2379037"
"ttk131001251";"1043989";"131001251";"Приостановлен системой";" 2";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2379038"
"ttk131001219";"1043991";"131001219";"Активен";" 0";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2379045"
"15SAR03533";"1049960";"131713059";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2559256"
"15SAR03534";"1049964";"131713063";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай', 60Мб, 500 руб.";"ФЛ";"2559380"
"15SAR03535";"1049965";"131713064";"Приостановлен системой";" 2";"Ф/Л Саранск 'Единый студенческий', 30Мб, 300 руб.";"ФЛ";"2559382"
"15SAR03536";"1049966";"131713065";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2559384"
"15SAR03538";"1049969";"131713068";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай', 60Мб, 500 руб.";"ФЛ";"2559391"
"15SAR03539";"1049971";"131713070";"Приостановлен системой";" 2";"Ф/Л Саранск 'ТТК-Качай', 60Мб, 500 руб.";"ФЛ";"2559394"
"15SAR03540";"1049972";"131713071";"Активен";" 0";"Ф/Л Саранск 'ТТК-Летай_ФА2015', 100 Мб, 700 руб. ";"ФЛ";"2559396"
"15SAR03541";"1049973";"131713072";"Активен";" 0";"Ф/Л Саранск 'ТТК-Летай', 100Мб, 700 руб.";"ФЛ";"2559398"
"15SAR03542";"1049975";"131713074";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай', 60Мб, 500 руб.";"ФЛ";"2559400"
"15SAR03543";"1049976";"131713075";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2559402"
"15SAR03544";"1049977";"131713076";"Активен";" 0";"Ф/Л Саранск 'ТТК-Летай', 100Мб, 700 руб.";"ФЛ";"2559404"
"15SAR03545";"1049979";"131713078";"Активен";" 0";"Ф/Л Саранск 'ТТК-Летай', 100Мб, 700 руб.";"ФЛ";"2559414"
"15SAR03546";"1049980";"131713079";"Приостановлен системой";" 2";"Ф/Л Саранск 'ТТК-Качай', 60Мб, 500 руб.";"ФЛ";"2559416"
"15SAR03548";"1049985";"131713084";"Закрыт";" 4";"Ф/Л Саранск 'Летай+ТВ_ФА2015', 100Мб, 101 канал, 950(700/250)";"ФЛ";"2559406"
"15SAR03549";"1049988";"131713087";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2559408"
"15SAR03550";"1049990";"131713089";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай', 60Мб, 500 руб.";"ФЛ";"2559410"
"15SAR03551";"1049992";"131713091";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2559412"
"15SAR03552";"1049994";"131713093";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2559424"
"15SAR03553";"1049995";"131713094";"Приостановлен системой";" 2";"Ф/Л Саранск  'ТТК-Мечтай ФА2015', 30Мб, 400 руб.";"ФЛ";"2559426"
"15SAR03554";"1049997";"131713096";"Закрыт";" 4";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2559428"
"15SAR03555";"1049998";"131713097";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай ФА2015', 30Мб, 400 руб.";"ФЛ";"2559422"
"15SAR03556";"1049999";"131713098";"Закрыт";" 4";"Ф/Л ""test"", 100Мб, 0 руб.(Интернет, МР Средневолжский)";"ФЛ";"2559420"
"15SAR03557";"1050001";"131713100";"Закрыт";" 4";"Ф/Л Саранск  'ТТК-Мечтай ФА2015', 30Мб, 400 руб.";"ФЛ";"2559430"
"15SAR03558";"1050002";"131713101";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай ФА2015', 30Мб, 400 руб.";"ФЛ";"2559432"
"15SAR03559";"1050003";"131713102";"Закрыт";" 4";"Ф/Л ""test"", 100Мб, 0 руб.(Интернет, МР Средневолжский)";"ФЛ";"2559440"
"15SAR03560";"1050004";"131713103";"Активен";" 0";"Ф/Л Саранск 'Качай+ТВ_ФА2015', 60Мб, 101 канал, 750(500/250)";"ФЛ";"2559436"
"15SAR03561";"1050005";"131713104";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай ФА2015', 30Мб, 400 руб.";"ФЛ";"2559438"
"15SAR03563";"1050006";"131713105";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2559450"
"15SAR03564";"1050007";"131713106";"Приостановлен системой";" 2";"Ф/Л Саранск  'ТТК-Мечтай ФА2015', 30Мб, 400 руб.";"ФЛ";"2559448"
"15SAR03565";"1050028";"131713128";"Приостановлен системой";" 2";"Ф/Л Саранск 'ТТК-Качай', 60Мб, 500 руб.";"ФЛ";"2559444"
"15SAR03566";"1050030";"131713130";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай', 60Мб, 500 руб.";"ФЛ";"2559446"
"15SAR03569";"1050038";"131713138";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2559566"
