"логин";"Договор";"Номер договора";"Текущий статус";"Текущий статус1";"Тарифный план";"Тип договора";"Подключение id"
"ttk131001207";"974785";"131001207";"Активен";" 0";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2379021"
"ttk131001208";"974786";"131001208";"Активен";" 0";"Ф/Л Саранск 'ТТК-30', 55Мб, 400 руб.";"ФЛ";"2379011"
"ttk131001066";"974787";"131001066";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2379010"
"ttk131001214";"974788";"131001214";"Активен";" 0";"Ф/Л Саранск 'ТТК-30', 55Мб, 400 руб.";"ФЛ";"2379024"
"ttk131001179";"974789";"131001179";"Активен";" 0";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2379015"
"ttk131001181";"974790";"131001181";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2379019"
"ttk131001142";"974791";"131001142";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай (до 01.07.14)', 75Мб, 500 руб. ";"ФЛ";"2379018"
"ttk131001193";"974792";"131001193";"Активен";" 0";"Ф/Л Саранск 'Бумбокс-333', 55Мб, 400 руб.";"ФЛ";"2379025"
"ttk131001177";"974793";"131001177";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай', 60Мб, 500 руб.";"ФЛ";"2379023"
"ttk131001183";"974794";"131001183";"Приостановлен системой";" 2";"Ф/Л Саранск 'ТТК-Зажигай', 100Мб, 550 руб. ";"ФЛ";"2379026"
"ttk131001210";"974796";"131001210";"Активен";" 0";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2377715"
"ttk131001215";"974797";"131001215";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2377627"
"ttk131001212";"974798";"131001212";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2377775"
"ttk131001230";"974799";"131001230";"Приостановлен оператором";" 3";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2379028"
"ttk131001194";"974800";"131001194";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай (до 01.07.14)', 75Мб, 500 руб. ";"ФЛ";"2379017"
"ttk131001209";"974801";"131001209";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2377758"
"ttk131001205";"974802";"131001205";"Активен";" 0";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2377750"
"ttk131001237";"974804";"131001237";"Активен";" 0";"Ф/Л Саранск 'ТТК-Зажигай', 100Мб, 550 руб. ";"ФЛ";"2379007"
"ttk131001178";"974806";"131001178";"Активен";" 0";"Ф/Л Саранск 'ТТК-Зажигай', 100Мб, 550 руб. ";"ФЛ";"2379009"
"ttk131001232";"974807";"131001232";"Активен";" 0";"Ф/Л Саранск 'ТТК-30', 55Мб, 400 руб.";"ФЛ";"2379014"
"ttk131001243";"974808";"131001243";"Приостановлен системой";" 2";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2379029"
"ttk131001246";"974819";"131001246";"Активен";" 0";"Ф/Л Саранск 'ТТК-Зажигай', 100Мб, 550 руб. ";"ФЛ";"2379039"
"ttk131001240";"974821";"131001240";"Активен";" 0";"Ф/Л Саранск 'ТТК-30', 55Мб, 400 руб.";"ФЛ";"2379020"
"ttk131001285";"974822";"131001285";"Активен";" 0";"Ф/Л Саранск ""Экономный"", 60Мб, 250 руб.";"ФЛ";"2379041"
"ttk131001254";"974828";"131001254";"Активен";" 0";"Ф/Л Саранск 'Бумбокс-333', 55Мб, 400 руб.";"ФЛ";"2375658"
"ttk131001264";"974829";"131001264";"Приостановлен системой";" 2";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2375638"
"ttk131001283";"974830";"131001283";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (30 дней)', 30Мб, 399 руб.";"ФЛ";"2377821"
"ttk131001258";"974831";"131001258";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай (до 01.07.14)', 75Мб, 500 руб. ";"ФЛ";"2378233"
"ttk131001252";"974833";"131001252";"Активен";" 0";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2379046"
"ttk131001239";"974834";"131001239";"Активен";" 0";"Ф/Л Саранск 'ТТК-Зажигай', 100Мб, 550 руб. ";"ФЛ";"2379047"
"ttk131001280";"974835";"131001280";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай (до 01.07.14)', 75Мб, 500 руб. ";"ФЛ";"2379048"
"ttk131001282";"974839";"131001282";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2379051"
"ttk131001220";"974840";"131001220";"Приостановлен системой";" 2";"Ф/Л Саранск 'ТТК-30', 55Мб, 400 руб.";"ФЛ";"2379052"
"ttk131001290";"974841";"131001290";"Приостановлен системой";" 2";"Ф/Л Саранск 'ТТК-Качай', 60Мб, 500 руб.";"ФЛ";"2379053"
"ttk131001279";"974845";"131001279";"Активен";" 0";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2379057"
"ttk131001275";"974846";"131001275";"Активен";" 0";"Ф/Л Саранск 'ТТК-Зажигай', 100Мб, 550 руб. ";"ФЛ";"2379058"
"ttk131001236";"974851";"131001236";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай (до 01.07.14)', 75Мб, 500 руб. ";"ФЛ";"2379063"
"ttk131001304";"974852";"131001304";"Приостановлен системой";" 2";"Ф/Л Саранск 'Бумбокс-444', 65Мб, 500 руб.";"ФЛ";"2379064"
"ttk131001233";"974853";"131001233";"Приостановлен системой";" 2";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2379065"
"ttk131001241";"974856";"131001241";"Активен";" 0";"Ф/Л Саранск 'Бумбокс-333', 55Мб, 400 руб.";"ФЛ";"2379068"
"ttk131001276";"974858";"131001276";"Приостановлен системой";" 2";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2379070"
"ttk131001293";"974859";"131001293";"Приостановлен системой";" 2";"Ф/Л Саранск 'ТТК-30', 55Мб, 400 руб.";"ФЛ";"2379071"
"ttk131001315";"974860";"131001315";"Активен";" 0";"Ф/Л Саранск 'Бумбокс-333', 55Мб, 400 руб.";"ФЛ";"2379072"
"ttk131001307";"974863";"131001307";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2379075"
"ttk131001218";"974865";"131001218";"Активен";" 0";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2379077"
"ttk131001200";"974866";"131001200";"Активен";" 0";"Ф/Л Саранск 'ТТК-30', 55Мб, 400 руб.";"ФЛ";"2379012"
"ttk131001273";"974867";"131001273";"Активен";" 0";"Ф/Л Саранск 'Безлимитный', 30Мб,  550 руб.";"ФЛ";"2379078"
"ttk131001297";"974870";"131001297";"Приостановлен системой";" 2";"Ф/Л Саранск 'Бумбокс-333', 55Мб, 400 руб.";"ФЛ";"2379080"
"ttk131001327";"974872";"131001327";"Активен";" 0";"Ф/Л Саранск 'Безлимитный', 30Мб,  550 руб.";"ФЛ";"2379082"
"ttk131001296";"974873";"131001296";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2379083"
"ttk131001317";"974877";"131001317";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2375517"
"ttk131001224";"974878";"131001224";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай (до 01.07.14)', 75Мб, 500 руб. ";"ФЛ";"2379003"
"ttk131001274";"974883";"131001274";"Активен";" 0";"Ф/Л Саранск 'ТТК-100', 100Мб, 600 руб.";"ФЛ";"2379088"
"ttk131001266";"974885";"131001266";"Приостановлен системой";" 2";"Ф/Л Саранск 'Безлимитный', 30Мб,  550 руб.";"ФЛ";"2379089"
"ttk131001320";"974887";"131001320";"Активен";" 0";"Ф/Л Саранск 'ТТК 25', 25Мб, 200 руб.";"ФЛ";"2377600"
"ttk131001306";"974888";"131001306";"Активен";" 0";"Ф/Л Саранск 'ТТК-30', 55Мб, 400 руб.";"ФЛ";"2377560"
"ttk131001291";"974890";"131001291";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2379104"
"ttk131001308";"974895";"131001308";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2375404"
"ttk131001313";"974896";"131001313";"Активен";" 0";"Ф/Л Саранск 'ТТК-30', 55Мб, 400 руб.";"ФЛ";"2379094"
"ttk131001323";"974898";"131001323";"Активен";" 0";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2379101"
"ttk131001213";"974899";"131001213";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2379092"
"ttk131001329";"974900";"131001329";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай (до 01.07.14)', 75Мб, 500 руб. ";"ФЛ";"2379109"
"ttk131001340";"974906";"131001340";"Активен";" 0";"Ф/Л Саранск 'Бумбокс-333', 55Мб, 400 руб.";"ФЛ";"2377982"
"ttk131001342";"974908";"131001342";"Активен";" 0";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2379114"
"ttk131001362";"974909";"131001362";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2379115"
"ttk131001349";"974910";"131001349";"Активен";" 0";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2379116"
"ttk131001355";"974912";"131001355";"Активен";" 0";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2379117"
"ttk131001303";"974914";"131001303";"Активен";" 0";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2379118"
"ttk131001331";"974918";"131001331";"Приостановлен системой";" 2";"Ф/Л Саранск 'Безлимитный', 30Мб,  550 руб.";"ФЛ";"2378064"
"ttk131001372";"974926";"131001372";"Активен";" 0";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2379123"
"ttk131001368";"974928";"131001368";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2379097"
"ttk131001358";"974929";"131001358";"Активен";" 0";"Ф/Л Саранск 'ТТК 25', 25Мб, 200 руб.";"ФЛ";"2379125"
"ttk131001381";"974931";"131001381";"Приостановлен системой";" 2";"Ф/Л Саранск 'ТТК-30', 55Мб, 400 руб.";"ФЛ";"2379127"
"ttk131001343";"974934";"131001343";"Активен";" 0";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2379129"
"ttk131001366";"974935";"131001366";"Приостановлен системой";" 2";"Ф/Л Саранск 'Бумбокс-444', 65Мб, 500 руб.";"ФЛ";"2379130"
"ttk131001338";"974936";"131001338";"Активен";" 0";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2379131"
"ttk131001370";"974940";"131001370";"Приостановлен системой";" 2";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2379134"
"ttk131001377";"974941";"131001377";"Приостановлен системой";" 2";"Ф/Л Саранск 'Безлимитный', 30Мб,  550 руб.";"ФЛ";"2379136"
"ttk131001385";"974942";"131001385";"Активен";" 0";"Ф/Л Саранск 'Бумбокс-444', 65Мб, 500 руб.";"ФЛ";"2379138"
"ttk131001387";"974943";"131001387";"Активен";" 0";"Ф/Л Саранск 'Безлимитный', 30Мб,  550 руб.";"ФЛ";"2379140"
"ttk131001348";"974947";"131001348";"Активен";" 0";"Ф/Л Саранск 'ТТК-70', 70Мб, 550 руб.";"ФЛ";"2379148"
"ttk131001399";"974949";"131001399";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2379152"
"ttk131001405";"974954";"131001405";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2379162"
"ttk131001406";"974957";"131001406";"Приостановлен системой";" 2";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2379178"
"ttk131001408";"974961";"131001408";"Активен";" 0";"Ф/Л Саранск 'ТТК-30', 55Мб, 400 руб.";"ФЛ";"2379186"
"ttk131001409";"974962";"131001409";"Приостановлен системой";" 2";"Ф/Л Саранск 'ТТК-30', 55Мб, 400 руб.";"ФЛ";"2379188"
"ttk131001414";"974968";"131001414";"Активен";" 0";"Ф/Л Саранск 'ТТК-100', 100Мб, 600 руб.";"ФЛ";"2379202"
"ttk131000004";"974972";"131000004";"Активен";" 0";"Ф/Л Саранск 'ТТК-30', 55Мб, 400 руб.";"ФЛ";"2377707"
"ttk131001417";"974973";"131001417";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2379211"
"ttk131001432";"974977";"131001432";"Активен";" 0";"Ф/Л Саранск 'Бумбокс-199', 30Мб, 350 руб.";"ФЛ";"2379221"
"ttk131001426";"974981";"131001426";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2379237"
"ttk131001435";"974983";"131001435";"Активен";" 0";"Ф/Л Саранск 'Бумбокс-333', 55Мб, 400 руб.";"ФЛ";"2379225"
"ttk131001418";"974984";"131001418";"Приостановлен системой";" 2";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2379241"
"ttk131001429";"974990";"131001429";"Активен";" 0";"Ф/Л Саранск 'ТТК-30', 55Мб, 400 руб.";"ФЛ";"2379251"
"ttk131001451";"974992";"131001451";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2379255"
"ttk131001447";"974998";"131001447";"Активен";" 0";"Ф/Л Саранск 'ТТК-30', 55Мб, 400 руб.";"ФЛ";"2379263"
"ttk131001446";"975000";"131001446";"Активен";" 0";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2379265"
"ttk131001449";"975003";"131001449";"Активен";" 0";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2379269"
"ttk131001438";"975004";"131001438";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2379271"
"ttk131001369";"975007";"131001369";"Активен";" 0";"Ф/Л Саранск 'ТТК-30', 55Мб, 400 руб.";"ФЛ";"2379275"
"ttk131001400";"975009";"131001400";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2379279"
"ttk131001450";"975014";"131001450";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай (до 01.07.14)', 75Мб, 500 руб. ";"ФЛ";"2379289"
"ttk131001461";"975019";"131001461";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2379243"
"ttk131001472";"975024";"131001472";"Приостановлен системой";" 2";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2379309"
"ttk131001487";"975027";"131001487";"Приостановлен системой";" 2";"Ф/Л Саранск 'Безлимитный', 30Мб,  550 руб.";"ФЛ";"2379315"
"ttk131001479";"975029";"131001479";"Приостановлен оператором";" 3";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2379319"
"ttk131001488";"975030";"131001488";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2379321"
"ttk131001458";"975031";"131001458";"Активен";" 0";"Ф/Л Саранск 'ТТК-30', 55Мб, 400 руб.";"ФЛ";"2379323"
"ttk131001457";"975034";"131001457";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай (до 01.07.14)', 75Мб, 500 руб. ";"ФЛ";"2379328"
"ttk131001481";"975035";"131001481";"Приостановлен оператором";" 3";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2379330"
"ttk131001473";"975036";"131001473";"Активен";" 0";"Ф/Л Саранск 'ТТК-30', 55Мб, 400 руб.";"ФЛ";"2379332"
"ttk131001484";"975037";"131001484";"Приостановлен системой";" 2";"Ф/Л Саранск 'Бумбокс-333', 55Мб, 400 руб.";"ФЛ";"2379334"
"ttk131001507";"975046";"131001507";"Приостановлен системой";" 2";"Ф/Л Саранск 'ТТК-50', 65Мб, 500руб.";"ФЛ";"2379348"
"ttk131001540";"975050";"131001540";"Активен";" 0";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2379354"
"ttk131001519";"975052";"131001519";"Активен";" 0";"Ф/Л Саранск 'ТТК-50', 65Мб, 500руб.";"ФЛ";"2379358"
"ttk131001494";"975053";"131001494";"Приостановлен системой";" 2";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2379360"
"ttk131001512";"975056";"131001512";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2379364"
"ttk131001518";"975058";"131001518";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2379368"
"ttk131001516";"975059";"131001516";"Активен";" 0";"Ф/Л Саранск 'ТТК-30', 55Мб, 400 руб.";"ФЛ";"2379370"
"ttk131001536";"975064";"131001536";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2379376"
"ttk131001521";"975065";"131001521";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2379381"
"ttk131001514";"975067";"131001514";"Активен";" 0";"Ф/Л Саранск 'Безлимитный', 30Мб,  550 руб.";"ФЛ";"2379385"
"ttk131001539";"975068";"131001539";"Активен";" 0";"Ф/Л Саранск 'ТТК-30', 55Мб, 400 руб.";"ФЛ";"2379387"
"ttk131001498";"975069";"131001498";"Активен";" 0";"Ф/Л Саранск 'ТТК-30', 55Мб, 400 руб.";"ФЛ";"2379390"
"ttk131001506";"975070";"131001506";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2379392"
"ttk131001545";"975073";"131001545";"Активен";" 0";"Ф/Л Саранск 'ТТК 25', 25Мб, 200 руб.";"ФЛ";"2379399"
"ttk131001526";"975075";"131001526";"Приостановлен системой";" 2";"Ф/Л Саранск 'ТТК-30', 55Мб, 400 руб.";"ФЛ";"2379401"
"ttk131001493";"975076";"131001493";"Приостановлен системой";" 2";"Ф/Л Саранск ""Экономный"", 60Мб, 250 руб.";"ФЛ";"2379403"
"ttk131001527";"975077";"131001527";"Активен";" 0";"Ф/Л Саранск 'ТТК-30', 55Мб, 400 руб.";"ФЛ";"2379405"
"ttk131001520";"975078";"131001520";"Приостановлен системой";" 2";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2379407"
"ttk131001544";"975079";"131001544";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай (до 01.07.14)', 75Мб, 500 руб. ";"ФЛ";"2379409"
"ttk131001543";"975085";"131001543";"Активен";" 0";"Ф/Л Саранск 'ТТК-Зажигай', 100Мб, 550 руб. ";"ФЛ";"2379425"
"ttk131001557";"975086";"131001557";"Активен";" 0";"Ф/Л Саранск 'ТТК-Зажигай', 100Мб, 550 руб. ";"ФЛ";"2379439"
"ttk131001576";"975089";"131001576";"Приостановлен системой";" 2";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2379435"
"ttk131001560";"975094";"131001560";"Активен";" 0";"Ф/Л Саранск 'ТТК-30', 55Мб, 400 руб.";"ФЛ";"2379453"
"ttk131001559";"975095";"131001559";"Приостановлен системой";" 2";"Ф/Л Саранск 'Бумбокс-333', 55Мб, 400 руб.";"ФЛ";"2379455"
"ttk131001547";"975096";"131001547";"Активен";" 0";"Ф/Л Саранск 'ТТК-Летай', 100Мб, 700 руб.";"ФЛ";"2379457"
"ttk131001582";"975097";"131001582";"Приостановлен системой";" 2";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2379461"
"ttk131001573";"975101";"131001573";"Активен";" 0";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2379427"
"ttk131001565";"975103";"131001565";"Активен";" 0";"Ф/Л Саранск 'ТТК-30', 55Мб, 400 руб.";"ФЛ";"2379467"
"ttk131001594";"975104";"131001594";"Активен";" 0";"Ф/Л Саранск 'ТТК-50', 65Мб, 500руб.";"ФЛ";"2379469"
"ttk131001566";"975107";"131001566";"Приостановлен системой";" 2";"Ф/Л Саранск 'Безлимитный', 30Мб,  550 руб.";"ФЛ";"2379473"
"ttk131001605";"975109";"131001605";"Приостановлен системой";" 2";"Ф/Л Саранск 'ТТК-30', 55Мб, 400 руб.";"ФЛ";"2379423"
"ttk131001604";"975110";"131001604";"Приостановлен системой";" 2";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2379478"
"ttk131001558";"975111";"131001558";"Активен";" 0";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2379480"
"ttk131001581";"975119";"131001581";"Активен";" 0";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2379495"
"ttk131001589";"975120";"131001589";"Приостановлен системой";" 2";"Ф/Л Саранск 'ТТК-50', 65Мб, 500руб.";"ФЛ";"2379497"
"ttk131001579";"975125";"131001579";"Активен";" 0";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2379505"
"ttk131001613";"975127";"131001613";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай (до 01.07.14)', 75Мб, 500 руб. ";"ФЛ";"2379507"
"ttk131001588";"975128";"131001588";"Приостановлен оператором";" 3";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2379509"
"ttk131001627";"975130";"131001627";"Приостановлен системой";" 2";"Ф/Л Саранск 'ТТК-30', 55Мб, 400 руб.";"ФЛ";"2379513"
"ttk131001612";"975132";"131001612";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2379515"
"ttk131001595";"975134";"131001595";"Активен";" 0";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2379519"
"ttk131001593";"975135";"131001593";"Активен";" 0";"Ф/Л Саранск 'ТТК-Зажигай', 100Мб, 550 руб. ";"ФЛ";"2379521"
"ttk131001600";"975136";"131001600";"Активен";" 0";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2379523"
"ttk131001602";"975138";"131001602";"Активен";" 0";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2379527"
"ttk131001619";"975142";"131001619";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2379533"
"ttk131001601";"975143";"131001601";"Активен";" 0";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2379535"
"ttk131001598";"975144";"131001598";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай (до 01.07.14)', 75Мб, 500 руб. ";"ФЛ";"2379537"
"ttk131001632";"975145";"131001632";"Активен";" 0";"Ф/Л Саранск 'ТТК-Зажигай', 100Мб, 550 руб. ";"ФЛ";"2379539"
"ttk131001606";"975146";"131001606";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай (до 01.07.14)', 75Мб, 500 руб. ";"ФЛ";"2379541"
"ttk131001642";"975151";"131001642";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2379552"
"ttk131001651";"975155";"131001651";"Активен";" 0";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2379560"
"ttk131001634";"975157";"131001634";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2379563"
"ttk131001631";"975160";"131001631";"Приостановлен системой";" 2";"Ф/Л Саранск 'Безлимитный', 30Мб,  550 руб.";"ФЛ";"2379569"
"ttk131001637";"975161";"131001637";"Активен";" 0";"Ф/Л Саранск 'Безлимитный', 30Мб,  550 руб.";"ФЛ";"2379571"
"ttk131001652";"975162";"131001652";"Приостановлен системой";" 2";"Ф/Л Саранск  'ТТК-Мечтай (до 01.07.14)', 45Мб, 400 руб. ";"ФЛ";"2379573"
"ttk131001610";"975163";"131001610";"Активен";" 0";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2379575"
"ttk131001614";"975164";"131001614";"Активен";" 0";"Ф/Л Саранск 'ТТК-30', 55Мб, 400 руб.";"ФЛ";"2379577"
"ttk131001656";"975166";"131001656";"Активен";" 0";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2379579"
"ttk131001653";"975167";"131001653";"Приостановлен системой";" 2";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2379581"
"ttk131001641";"975169";"131001641";"Приостановлен системой";" 2";"Ф/Л Саранск 'ТТК-Качай', 60Мб, 500 руб.";"ФЛ";"2379585"
"ttk131001635";"975170";"131001635";"Активен";" 0";"Ф/Л Саранск 'ТТК-30', 55Мб, 400 руб.";"ФЛ";"2379587"
"ttk131001647";"975175";"131001647";"Активен";" 0";"Ф/Л Саранск 'ТТК 25', 25Мб, 200 руб.";"ФЛ";"2379598"
"ttk131001618";"975177";"131001618";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2379602"
"ttk131001596";"975181";"131001596";"Активен";" 0";"Ф/Л Саранск 'Безлимитный', 30Мб, 400 руб.";"ФЛ";"2379610"
"ttk131001665";"975184";"131001665";"Активен";" 0";"Ф/Л Саранск  'ТТК-Мечтай', 30Мб, 400 руб.";"ФЛ";"2379614"
"ttk131001633";"975185";"131001633";"Активен";" 0";"Ф/Л Саранск 'Бумбокс-199', 30Мб, 350 руб.";"ФЛ";"2379616"
"ttk131001669";"975188";"131001669";"Активен";" 0";"Ф/Л Саранск 'ТТК-Летай', 100Мб, 700 руб.";"ФЛ";"2379619"
"ttk131001662";"975189";"131001662";"Активен";" 0";"Ф/Л Саранск 'Безлимитный', 30Мб,  550 руб.";"ФЛ";"2379621"
"ttk131001673";"975192";"131001673";"Активен";" 0";"Ф/Л Саранск 'ТТК-Качай', 60Мб, 500 руб.";"ФЛ";"2379625"
